Yr_Sold,1st_Flr_SF,Bedroom_AbvGr,Bldg_Type,Bsmt_Full_Bath,Bsmt_Half_Bath,Central_Air,Condition_1,Condition_2,Electrical,Exter_Cond,Exter_Qual,Exterior_1st,Exterior_2nd,Foundation,Full_Bath,Functional,Gr_Liv_Area,Half_Bath,Heating,Heating_QC,House_Style,Kitchen_AbvGr,Kitchen_Qual,Land_Contour,Land_Slope,Lot_Area,Lot_Config,Lot_Shape,MS_SubClass,MS_Zoning,Mas_Vnr_Type,Mo_Sold,Neighborhood,Overall_Cond,Overall_Qual,Paved_Drive,Roof_Matl,Roof_Style,SalePrice,Sale_Condition,Sale_Type,Street,TotRms_AbvGrd,Utilities,Year_Built,Year_Remod/Add
2007-01-01,914,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,914,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7920,Inside,Reg,20,RL,BrkFace,10,NAmes,5,5,Y,CompShg,Gable,133000,Normal,WD ,Pave,5,AllPub,1970,2002
2007-01-01,950,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,MetalSd,CBlock,1,Typ,950,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9758,Inside,IR1,20,RL,None,7,NAmes,5,5,Y,CompShg,Gable,119500,Normal,WD ,Pave,5,AllPub,1971,1971
2007-01-01,872,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,MetalSd,MetalSd,CBlock,1,Typ,872,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8294,Inside,Reg,20,RL,None,6,NAmes,5,4,Y,CompShg,Gable,123000,Normal,WD ,Pave,5,AllPub,1971,1971
2007-01-01,858,2,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,858,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7340,Inside,IR1,20,RL,None,6,NAmes,6,4,Y,CompShg,Gable,110000,Normal,WD ,Pave,4,AllPub,1971,1971
2007-01-01,914,2,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,Gd,TA,MetalSd,MetalSd,BrkTil,1,Typ,914,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,17199,FR2,Reg,20,RL,None,7,NAmes,7,4,Y,CompShg,Gable,128000,Normal,WD ,Pave,4,AllPub,1961,1961
2007-01-01,864,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,PConc,1,Typ,864,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9000,FR2,Reg,20,RL,None,5,NAmes,6,4,Y,CompShg,Gable,120500,Normal,WD ,Pave,5,AllPub,1971,1971
2007-01-01,767,1,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,MetalSd,MetalSd,PConc,1,Typ,767,0,GasA,Ex,SFoyer,1,TA,Lvl,Gtl,4058,Inside,Reg,120,RH,BrkFace,6,NAmes,5,7,Y,CompShg,Gable,133000,Normal,WD ,Pave,4,AllPub,1998,1998
2007-01-01,1337,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,MetalSd,MetalSd,PConc,2,Typ,1337,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4113,Inside,IR1,120,RH,None,7,NAmes,5,6,Y,CompShg,Gable,155000,Normal,WD ,Pave,5,AllPub,2001,2001
2007-01-01,1337,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,MetalSd,MetalSd,PConc,2,Typ,1337,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10943,FR2,IR2,120,RH,None,10,NAmes,5,6,Y,CompShg,Gable,177000,Normal,WD ,Pave,5,AllPub,1997,1998
2007-01-01,525,3,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,1092,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2205,Inside,Reg,160,RM,BrkFace,2,BrDale,6,6,Y,CompShg,Gable,113500,Normal,WD ,Pave,6,AllPub,1973,1973
2007-01-01,672,3,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,1218,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1890,Inside,Reg,160,RM,BrkFace,5,BrDale,5,6,Y,CompShg,Gable,113000,Normal,WD ,Pave,7,AllPub,1973,1973
2007-01-01,672,4,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,1218,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,2058,Inside,Reg,160,RM,BrkFace,12,BrDale,5,6,Y,CompShg,Gable,113700,Normal,WD ,Pave,7,AllPub,1973,1973
2007-01-01,630,3,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,2,Typ,1302,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2016,Inside,Reg,160,RM,BrkFace,4,BrDale,5,5,Y,CompShg,Gable,106000,Normal,WD ,Pave,6,AllPub,1970,1970
2007-01-01,765,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Min1,1365,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,1920,Inside,Reg,160,RM,BrkFace,8,BrDale,5,5,Y,CompShg,Gable,122500,Normal,WD ,Pave,6,AllPub,1971,1971
2007-01-01,958,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,Plywood,Plywood,CBlock,2,Typ,958,0,GasA,TA,1Story,1,TA,Lvl,Gtl,4928,Inside,IR1,120,RL,None,2,NPkVill,5,6,Y,CompShg,Gable,128000,Normal,WD ,Pave,5,AllPub,1976,1976
2007-01-01,804,3,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,Plywood,Brk Cmn,CBlock,2,Typ,1548,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,2308,Corner,Reg,160,RL,None,7,NPkVill,6,6,Y,CompShg,Gable,155000,Normal,WD ,Pave,7,AllPub,1976,1976
2007-01-01,1055,2,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,Plywood,Brk Cmn,CBlock,2,Typ,1055,0,GasA,TA,1Story,1,TA,Lvl,Gtl,2304,Inside,Reg,120,RL,None,4,NPkVill,7,7,Y,CompShg,Gable,142500,Normal,WD ,Pave,4,AllPub,1978,1978
2007-01-01,988,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,988,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7150,Inside,Reg,20,RL,BrkFace,11,NAmes,6,5,Y,CompShg,Hip,129250,Normal,WD ,Pave,5,AllPub,1966,1966
2007-01-01,1816,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,1816,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12469,FR2,Reg,20,RL,Stone,8,NridgHt,5,9,Y,CompShg,Hip,356000,Partial,New,Pave,7,AllPub,2006,2007
2007-01-01,1828,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,CemntBd,CmentBd,PConc,2,Typ,1828,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11694,Inside,Reg,20,RL,BrkFace,7,NridgHt,5,9,Y,CompShg,Hip,314813,Partial,New,Pave,9,AllPub,2007,2007
2007-01-01,1694,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,1694,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12030,Inside,Reg,20,RL,BrkFace,12,NridgHt,5,8,Y,CompShg,Hip,318000,Partial,New,Pave,7,AllPub,2007,2007
2007-01-01,1694,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,CemntBd,CmentBd,PConc,2,Typ,1694,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11825,Inside,Reg,20,RL,Stone,6,NridgHt,5,8,Y,CompShg,Gable,322400,Partial,New,Pave,7,AllPub,2006,2007
2007-01-01,1734,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1734,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12085,Inside,Reg,20,RL,Stone,11,NridgHt,5,8,Y,CompShg,Hip,318000,Partial,New,Pave,7,AllPub,2007,2007
2007-01-01,2122,2,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2122,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14333,Corner,Reg,20,RL,None,11,NridgHt,5,8,Y,CompShg,Gable,345474,Partial,New,Pave,7,AllPub,2007,2007
2007-01-01,2121,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,CemntBd,CmentBd,PConc,2,Typ,2121,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,14450,Inside,Reg,20,RL,BrkFace,5,NridgHt,5,9,Y,CompShg,Gable,415298,Partial,New,Pave,8,AllPub,2006,2007
2007-01-01,1943,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,CemntBd,CmentBd,PConc,2,Typ,2656,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13641,Inside,Reg,60,RL,BrkFace,12,NridgHt,5,9,Y,CompShg,Hip,492000,Partial,New,Pave,8,AllPub,2007,2007
2007-01-01,1148,4,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2550,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13440,Inside,Reg,60,RL,BrkFace,3,NridgHt,5,8,Y,CompShg,Hip,338931,Partial,New,Pave,11,AllPub,2006,2007
2007-01-01,2046,2,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,2046,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,15431,Inside,Reg,20,RL,BrkFace,8,NridgHt,5,10,Y,CompShg,Hip,450000,Normal,WD ,Pave,7,AllPub,2005,2006
2007-01-01,1071,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2172,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14154,Corner,Reg,60,RL,BrkFace,8,NridgHt,5,7,Y,CompShg,Gable,280000,Partial,New,Pave,9,AllPub,2006,2006
2007-01-01,2552,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,2552,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,13891,Inside,Reg,20,RL,Stone,10,NridgHt,5,9,Y,CompShg,Hip,479069,Partial,New,Pave,8,AllPub,2007,2007
2007-01-01,1973,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1973,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,14226,Corner,Reg,20,RL,BrkFace,7,NridgHt,5,8,Y,CompShg,Hip,395000,Partial,New,Pave,9,AllPub,2006,2006
2007-01-01,2069,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,2643,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13693,Inside,Reg,60,RL,BrkFace,3,NridgHt,5,9,Y,CompShg,Hip,380000,Normal,WD ,Pave,9,AllPub,2006,2006
2007-01-01,1634,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1634,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11428,Inside,IR1,20,RL,Stone,5,NridgHt,5,8,Y,CompShg,Gable,250000,Normal,WD ,Pave,7,AllPub,2006,2006
2007-01-01,1976,2,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1976,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14977,Inside,IR1,20,RL,BrkFace,7,NridgHt,5,8,Y,CompShg,Gable,440000,Partial,New,Pave,7,AllPub,2006,2007
2007-01-01,1722,4,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,MetalSd,MetalSd,PConc,2,Typ,2758,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13654,CulDSac,IR1,60,RL,BrkFace,5,NridgHt,5,9,Y,CompShg,Gable,418000,Normal,WD ,Pave,9,AllPub,2005,2006
2007-01-01,2290,2,1Fam,2.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,CemntBd,CmentBd,PConc,2,Typ,2290,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,17169,CulDSac,IR2,20,RL,BrkFace,8,NridgHt,5,10,Y,CompShg,Hip,500067,Partial,New,Pave,7,AllPub,2007,2007
2007-01-01,1582,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2152,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16659,Corner,IR1,60,RL,None,6,NridgHt,5,8,Y,CompShg,Gable,260116,Partial,New,Pave,7,AllPub,2007,2008
2007-01-01,1143,4,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2473,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9591,Inside,Reg,60,RL,BrkFace,10,NridgHt,5,8,Y,CompShg,Gable,317000,Normal,WD ,Pave,9,AllPub,2004,2005
2007-01-01,958,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,2100,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,9709,Inside,IR1,60,RL,Stone,9,NridgHt,5,8,Y,CompShg,Gable,319500,Partial,New,Pave,8,AllPub,2007,2007
2007-01-01,1610,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,1,Typ,2161,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,10562,Inside,Reg,60,RL,Stone,11,NridgHt,5,8,Y,CompShg,Gable,325624,Partial,New,Pave,8,AllPub,2007,2007
2007-01-01,1802,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,MetalSd,MetalSd,PConc,2,Typ,1802,1,GasA,Ex,1Story,1,Ex,HLS,Mod,13615,Corner,IR1,20,RL,Stone,6,NridgHt,5,9,Y,CompShg,Hip,372000,Normal,WD ,Pave,7,AllPub,2006,2006
2007-01-01,1718,5,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2956,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13069,Inside,IR1,60,RL,BrkFace,8,NridgHt,5,8,Y,CompShg,Gable,342000,Normal,WD ,Pave,11,AllPub,2004,2004
2007-01-01,1136,4,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2468,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12099,Inside,IR1,60,RL,BrkFace,6,NridgHt,5,8,Y,CompShg,Gable,354000,Normal,WD ,Pave,10,AllPub,2004,2004
2007-01-01,1217,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2385,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14277,Inside,Reg,60,RL,BrkFace,1,NridgHt,5,8,Y,CompShg,Gable,350000,Normal,WD ,Pave,7,AllPub,2003,2003
2007-01-01,1234,4,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2374,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,11999,Inside,Reg,60,RL,BrkFace,5,NridgHt,5,8,Y,CompShg,Hip,285000,Normal,WD ,Pave,10,AllPub,2003,2004
2007-01-01,895,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1818,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,12568,Inside,Reg,60,RL,Stone,8,NridgHt,5,8,Y,CompShg,Hip,281500,Partial,New,Pave,8,AllPub,2007,2007
2007-01-01,1614,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1614,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9926,Inside,IR1,20,RL,BrkFace,5,NridgHt,5,7,Y,CompShg,Gable,245700,Normal,WD ,Pave,7,AllPub,2005,2006
2007-01-01,1721,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1721,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9254,Inside,IR1,20,RL,BrkFace,1,NridgHt,5,8,Y,CompShg,Gable,232698,Normal,WD ,Pave,7,AllPub,2005,2005
2007-01-01,1298,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1828,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10732,Corner,IR1,60,RL,None,2,NridgHt,5,8,Y,CompShg,Gable,250000,Partial,New,Pave,7,AllPub,2006,2007
2007-01-01,1362,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1362,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7577,Corner,IR1,120,RL,Stone,6,NridgHt,5,6,Y,CompShg,Gable,194700,Normal,WD ,Pave,6,AllPub,2005,2006
2007-01-01,1302,1,Twnhs,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,1,Typ,1302,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3901,Inside,Reg,120,RL,Stone,8,NridgHt,5,6,Y,CompShg,Gable,204000,Partial,New,Pave,5,AllPub,2005,2006
2007-01-01,1302,1,Twnhs,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,1,Typ,1302,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3903,Inside,Reg,120,RL,Stone,5,NridgHt,5,6,Y,CompShg,Gable,200000,Normal,WD ,Pave,5,AllPub,2005,2006
2007-01-01,1362,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1362,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6289,Inside,IR1,120,RL,Stone,6,NridgHt,5,6,Y,CompShg,Gable,207000,Normal,WD ,Pave,6,AllPub,2005,2006
2007-01-01,1554,2,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1554,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4590,Inside,Reg,120,RL,Stone,8,NridgHt,5,8,Y,CompShg,Gable,209500,Normal,WD ,Pave,6,AllPub,2006,2006
2007-01-01,1554,2,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1554,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4590,Inside,Reg,120,RL,Stone,5,NridgHt,5,8,Y,CompShg,Gable,209500,Normal,CWD,Pave,6,AllPub,2006,2006
2007-01-01,1370,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1370,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6442,Inside,IR1,120,RL,Stone,10,NridgHt,5,8,Y,CompShg,Gable,202500,Normal,WD ,Pave,6,AllPub,2006,2006
2007-01-01,1577,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,MetalSd,MetalSd,PConc,2,Typ,1577,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7841,Inside,IR1,120,RL,BrkFace,5,NridgHt,5,9,Y,CompShg,Hip,280000,Normal,WD ,Pave,6,AllPub,2005,2005
2007-01-01,1561,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,MetalSd,MetalSd,PConc,2,Typ,1561,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7313,Inside,Reg,120,RL,BrkFace,8,NridgHt,5,9,Y,CompShg,Hip,277500,Normal,WD ,Pave,6,AllPub,2005,2005
2007-01-01,1869,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,MetalSd,MetalSd,PConc,2,Typ,1869,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7820,Inside,IR1,120,RL,BrkFace,12,NridgHt,5,9,Y,CompShg,Hip,318061,Partial,New,Pave,6,AllPub,2007,2007
2007-01-01,1324,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,MetalSd,MetalSd,PConc,2,Typ,1324,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6240,Inside,Reg,120,RL,BrkFace,9,NridgHt,5,8,Y,CompShg,Hip,221370,Partial,New,Pave,6,AllPub,2006,2006
2007-01-01,1405,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,Wd Shng,PConc,2,Typ,1405,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3242,Inside,Reg,120,RL,Stone,3,NridgHt,5,7,Y,CompShg,Gable,200000,Normal,WD ,Pave,6,AllPub,2003,2003
2007-01-01,768,3,1Fam,0.0,0.0,Y,RRAn,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1536,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10237,Inside,Reg,60,RL,None,6,Gilbert,5,6,Y,CompShg,Gable,176000,Normal,WD ,Pave,6,AllPub,2005,2006
2007-01-01,783,3,1Fam,0.0,0.0,Y,RRAn,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1484,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10237,Inside,Reg,60,RL,None,7,Gilbert,5,6,Y,CompShg,Gable,178900,Partial,New,Pave,8,AllPub,2005,2007
2007-01-01,608,3,1Fam,0.0,0.0,Y,RRAn,Norm,SBrkr,TA,TA,VinylSd,VinylSd,PConc,2,Typ,1458,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13204,Inside,IR1,60,RL,Stone,5,Gilbert,5,7,Y,CompShg,Gable,168165,Partial,New,Pave,6,AllPub,2006,2007
2007-01-01,738,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1495,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8857,Inside,IR1,60,RL,None,3,Gilbert,5,6,Y,CompShg,Gable,171925,Partial,New,Pave,7,AllPub,2006,2006
2007-01-01,698,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1746,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9729,Inside,IR1,60,RL,None,6,Gilbert,5,6,Y,CompShg,Gable,198444,Partial,New,Pave,6,AllPub,2006,2007
2007-01-01,1326,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,VinylSd,VinylSd,PConc,2,Typ,1326,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12216,Corner,IR1,20,RL,None,6,Gilbert,5,6,Y,CompShg,Gable,203000,Normal,WD ,Pave,6,AllPub,2005,2005
2007-01-01,728,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1456,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9018,Inside,IR1,60,RL,None,7,Gilbert,5,7,Y,CompShg,Hip,179540,Partial,New,Pave,8,AllPub,2007,2007
2007-01-01,1302,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1302,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8993,Inside,IR1,20,RL,None,8,Gilbert,5,7,Y,CompShg,Gable,176485,Partial,New,Pave,6,AllPub,2007,2007
2007-01-01,1340,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1340,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8899,Inside,IR1,20,RL,None,8,Gilbert,5,7,Y,CompShg,Gable,181134,Partial,New,Pave,6,AllPub,2007,2007
2007-01-01,616,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,VinylSd,VinylSd,PConc,2,Typ,1412,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8499,Inside,IR1,60,RL,None,3,Gilbert,5,6,Y,CompShg,Gable,156932,Partial,New,Pave,6,AllPub,2006,2007
2007-01-01,752,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1504,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8229,Inside,IR1,60,RL,Stone,12,Gilbert,5,6,Y,CompShg,Gable,166000,Partial,New,Pave,6,AllPub,2007,2007
2007-01-01,728,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1456,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7713,Inside,Reg,60,RL,Stone,7,Gilbert,5,7,Y,CompShg,Gable,177594,Partial,New,Pave,7,AllPub,2007,2007
2007-01-01,1258,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1258,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7697,Inside,Reg,20,RL,BrkFace,8,Gilbert,6,7,Y,CompShg,Gable,173500,Partial,New,Pave,6,AllPub,2007,2007
2007-01-01,1258,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,WdShing,Wd Shng,PConc,2,Typ,1258,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3922,Inside,Reg,120,RL,BrkFace,6,Blmngtn,5,7,Y,CompShg,Gable,172500,Partial,New,Pave,6,AllPub,2006,2007
2007-01-01,1402,2,TwnhsE,0.0,2.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,0,Typ,1402,2,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3922,Inside,Reg,120,RL,BrkFace,2,Blmngtn,5,7,Y,CompShg,Gable,194201,Partial,New,Pave,7,AllPub,2006,2007
2007-01-01,1589,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1589,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3621,Inside,Reg,120,RL,BrkFace,11,Blmngtn,5,8,Y,CompShg,Hip,226500,Normal,WD ,Pave,7,AllPub,2003,2003
